,unit,weight
3,816bfc72abde7022c628d80993c22325,0.001
6,7e069271cba08e62430ed3a990e3791a,0.001
8,e66e3b2df08bb2ce1c2e206b49c22c0d,0.001
9,b9ec54db8c3ecafae0da3fde2c6d8839,0.001
11,e193e4ee830b9929c4be47156ef6db88,0.001
14,0b15e43cee51c4763977f9371d93b4df,0.001
19,f21e72d18d73783d0e10d422d15f7195,0.001
21,0aeba1bc4ff6c29e79c74716d6acd9a3,0.001
22,83942acc2e66fc48543ab097f5436013,0.001
23,0efc3380e4604b3be16e2267135c850c,0.001
32,a8a589e0e6ac569cc64264aab9438e44,0.001
33,8d2fb899d57a2c110d4e2381fa264c7f,0.001
34,1305184b1a7634e62b1ea3dc7c5fa81d,0.001
35,99d1ddc863993fee0ee5dfb7a5f4480f,0.001
41,e5d27207eac5253b7fda820a7f3827e3,0.001
42,e8ed729619cfd16caf00e2d5e52044ba,0.001
45,4a4beb5b95d4c002799f865d910b5071,0.001
47,def7b797d78feff07cb3518bae16c110,0.001
57,c1763ccafff242dcec633a501a7e8075,0.001
58,bebee8ce1774d8073f20a7fc7a032ef1,0.001
59,f6fbe166f4fe6b10c21708e46e1102b9,0.001
62,8968401cdc9c82581424e2c56416af63,0.001
63,6a1e39a111ac2e199210e9324b894b36,0.001
65,70cf38eb21b8ac7625b015d45bd694bf,0.001
66,286c852c4ad7521da0fa99a452405fc0,0.001
68,dfdf8df61fb30f8ad514f2fc134d037a,0.001
74,e7d59045f2b21d86f5d92cee320bc65a,0.001
77,e527dedfec712d75834a2eacb23e51fc,0.001
78,9d29bf6c07d5d0adef423b2370a708db,0.001
80,246e7ea04aed51c857dad7c3cf743f2e,0.001
81,7f024a64ce925ed4e9f46c358deeaac4,0.001
85,af87d37d2f29ff81351e3c820fb75367,0.001
88,ee05eb9e4448a04c0e242c10eae0419c,0.001
89,5940d5610af264ddb2bb00e6e1769925,0.001
95,8302fd867d8d2317a4fad89a95e07c25,0.001
102,d4807afa555f1faebf978b79ef83b191,0.001
114,9660fec64242e74f8c017cb2dc1c20b9,0.001
115,dec58c20f99df04d3db68fc98ef9e680,0.001
117,3e45754fcc9e94bdf34e696811577715,0.001
130,7836351656fdf1609bc025a6d4ff1569,0.001
131,794ccb95ffb62cebc2168f45baf23bc9,0.001
139,029e6c46cbb94a7b7b9d5d5295113ae6,0.001
147,2318287de787ae3132ab0f19f36e6867,0.001
148,1ba287b970afc8e77f07eb8b7986e9e1,0.001
154,aa912e1064c75e6af0ba8f1c270087c8,0.001
156,2dcd0655535062bee700e6d5386ca371,0.001
157,ef46d27b122ee0036a901b2c00837e51,0.001
161,6e835c8dd6b190c03635c4dc8b2e361e,0.001
163,3ae11c1cbfafa85aa9d1ac76c45730cb,0.001
164,639c0c25c70f3323aef91a4fdcbb46ce,0.001
170,5307a171cc8912aee35343e33956a2f2,0.001
173,a11e1a5f8140f7c2125f76f49146ac10,0.001
179,727771c2319dba6bd0d957d327d6c7e9,0.001
183,c8cfa8417b02f5b376c9f13a76acb5ac,0.001
184,4899952334df1d2e364b4ef2713dd374,0.001
186,543bafa49d8b618ce56f19fe7ca1c19e,0.001
190,f116be1eb376ce2ed6f1c2b4e30d5526,0.002
192,2c4cd7a90b66b3c1fbdfdae57489671a,0.002
195,9ca8fa40459388db1d9a25fad93e4977,0.002
197,691424a8254938fed97d78cc3cb54190,0.002
200,e8bca92219ace752690b1fc328bed7f7,0.002
212,3c658b44b2425371e4e40dfe7388a9b6,0.002
217,3a6301fa7e97ce77b2e625d193389688,0.002
219,c0f4e44fb4369aabb14beda9b6dcf795,0.002
222,d8f5a4ee2c1379f5e78113d518ecfc47,0.002
229,df83170f6597d6fd5513c5da11d4e73f,0.002
231,d2fb8ee0618b62fbc44f7cae7b5ea679,0.002
240,34f2ddf3fe8b792c8158514e017736c4,0.002
242,ca99768abfc98fcc05f5b33f374a8f12,0.002
247,b2eeefd1df0de07e7602b213269ef672,0.002
249,954aa9fd46402a337bc2e45f8cb202a3,0.002
250,c910fa03fad4719af11b06a20f080293,0.002
251,68e773660014a36c2fd6ad15b4cd3f73,0.002
254,60e4e249dce39b43814902c34b9b4c60,0.002
258,c65c4cf0bb46d35f689aeb306e2e1c12,0.002
259,0818ab7b4eca7adb4e64eb212fb9cbfb,0.002
264,06a1663a9db6e5f83e1c996f2b59b6f6,0.002
271,c56064df9ed5f2a38d95616e168d0a97,0.002
281,d49345970184e153147095005e6ce491,0.003
286,1552b6a3659c399fcdb2962ddc2c64a1,0.003
287,af506cf1e42fa8ecf7aa78221e248398,0.003
292,44cb34447237e915874421aa2b1352ed,0.003
293,3df22f447370785624a71797bf2b70f1,0.003
296,37875c5fe774846e4c13e94a67548ec3,0.003
301,476a3b2f959b547a1ae5a585cb7b2e84,0.003
304,e1d6e0a623c638d62b75389bbe997a37,0.003
307,ca6434e4ad1907b2468ae7bdad4e707f,0.003
310,4fa93ce2fa2fc5355ae8619a6585e706,0.003
314,92052848bf36340a79ac6107092f2e68,0.003
316,128bd36bcc48f52f4cc670334067192d,0.003
325,14d55f2088bd7ffe66fd268b695b9fe7,0.003
326,f65ad4d81f4db80ee00186781f81ba19,0.003
329,21c8806fefb4428a17a83b4f67b84386,0.003
333,258a569e60e258e89735f2883ee61c1a,0.003
342,8af9ef3a36cbe94ffbcbbb12529890d9,0.003
343,78967fb3fa0dac4130edcbce710979e1,0.003
344,e72421b67cb39cccb705411c1ba1a457,0.003
153,25ccef256132ff49d1cdfa3f450f28da,0.004
347,77014d4bd049dbcbd6bc1a469c9f9062,0.004
353,b373b36caaa3c5f2eb8187ad2ce0f3de,0.004
354,1ba569f60bb641ca0cba2295611b7f7b,0.004
357,e8342075f51194a067989f171a97f31a,0.004
358,936109a3255c76c3814969d080dbc8a7,0.004
360,dfea1dc74d73889c52b692572f96889f,0.004
373,8f5e55c73f9752aa8e168313e6c0499b,0.004
380,085c8588431434097d4bb067c3748e24,0.004
383,d61f33056582c7b25568b7c6d2077bb4,0.004
384,0662f0faaef48b4a199d63a1df66d92c,0.004
385,ff65120018e54439e4071446a1cf6b14,0.004
388,2d76cfd60a63fbfea0025e47b40c5093,0.004
257,7633a2c49cf0233f37d32174de6c7e80,0.005
280,0ac59a85abff7af66033baeb60da8e30,0.005
392,a821fe149e065aa25a312f1cfb07624c,0.005
394,7f67440d8d9cb2b7d2baf3c82e8d64e6,0.005
398,9c6db59b5a87c48a0bd8ad3e9fd7edae,0.005
401,6076c4bba01f24298a015a720a4c2e8e,0.005
404,fc9e415c0f5c9f28957e07d22fd7b42c,0.005
412,ae195567191b85a990cd0a29c675dc39,0.005
414,8c92bb6c371825f31d7ee6f393b97c7e,0.005
416,de0e954892915219d1ca85e62b9eaa0e,0.005
418,eae4ddf52e03d8d2744aa23d0f7a74c3,0.005
419,af4c24a497d3185962f14fcd00a7264a,0.005
421,3727a973c3ed4236bb8b1f5f739d5897,0.005
328,0d67e51b66e3a5abb11009fb3756d1a6,0.006
433,079aed4672575724e520639bb397007a,0.006
436,177edd72c1ac8288ecdcf91f0dd3af37,0.006
442,e62af0e8a589d1eb2dd8b751e7c73fa1,0.006
443,048b5b66a3733fcd56091be6ed8e7d86,0.006
444,cf145dab4a38ce47ab4d23d5b68f7ab6,0.006
448,9b9a5878205ada2e67ea36741305cfc6,0.006
450,3a0b642ff01278980bab67453708a8b6,0.006
454,e965d1447d42a1739c90e381433d037a,0.006
464,785a99b9898964118f3ea308a90019b3,0.007
465,fa11a19e00a3de89ca428decde774cf1,0.007
467,1fd5b7529b79c8afd541ff95c565d8b7,0.007
478,21c97d8e4f504b64c67a3651a0b617c3,0.007
481,61b25ae19021db927c2181d417093aea,0.007
484,3c4359f9bab48d81a5d407461ec74af9,0.007
485,259fecc1cda9144f306469a50febb00c,0.007
491,838eecdaaf49f8b5064e7d0655a9776c,0.007
493,0d874e1c10184aa594e017cca99a43c1,0.007
216,24e3e03e01cb04c4ed51ea97d4bd4791,0.008
227,88b25ba87351f12ad6b32123878e608c,0.008
266,235ccf0f83975cf00ff8c564ab4b9bb8,0.008
368,4238f4dbbec2cfcd70facdd64e230884,0.008
434,2c1742b9fa06b1347a15cc2a7be533c9,0.008
499,eceed76be4ae2d93f73e275417171014,0.008
501,2e27d9805ecac16ce0521b6037697f85,0.008
502,ec5d322ff06d7c9ddf486bad847383a1,0.008
505,050b094f4256b2c0390077539ea3d543,0.008
511,4078201d2ad991213df77b5172e76cf0,0.008
463,6531526e9fea58faf051ca38af101a70,0.009
517,767380ffbfc3a74b3a2d102575c59400,0.009
523,0a63786c7beb9d9a2052c94646624c7a,0.009
528,ce43fca1b6a778bd76a6913de9f99389,0.009
529,2b01020c1209925c4859f9d994675f86,0.009
532,fa5f0ab5dd4dcc685fac33fbb2d162a7,0.009
132,e13f9c2ae8b2f2f6204cf4a9ab029408,0.01
133,18eea89ff3e40c36a75f4d15f3208c02,0.01
176,df0ef1c61d3138355146643721277689,0.01
181,5a158110df62035c909ea18e4a36a959,0.01
405,687df4043850d35b39dfe2e093e71a6b,0.01
500,5f0bd7576fda1b008526e5696b7a9115,0.01
535,7b6b85b4896096bde3c75af3f33f113a,0.01
538,8400386742be78a46d27e1c36080e097,0.01
542,917c3e1796ec1a2f20a7d13e718f194a,0.01
545,20e9489b5efaafc2436164074578e5a7,0.01
556,c86e0698e19f7d634b1a0a63fc32f7c2,0.01
350,5c9c46f5af2b6d4e27a3112169c22818,0.011
557,d5c284793bc27f29984b303239c4d59f,0.011
560,33f8d59fdea419e16fa2093ca1c1c04b,0.011
564,b570162d61dbb25817c483fd265a9a71,0.011
509,7447b6433e79a3c1b3c123e6dea397a8,0.012
571,68f32171e56ba1a2c71cabf64d77ed4e,0.012
573,6ab277848201f36137c66d98b07f44d2,0.012
575,31864fd54b9026ba203371f7e97ccce4,0.012
579,440fd61d97d44e257d2706967d70ee5d,0.013
580,b32bf9eacb9f01653a337fa3e4e68774,0.013
582,5f26a8b662fe3a4d2fdee8354a685666,0.013
591,68a6b8a26d75c9949fc362cf47c2abc5,0.014
592,916d6bdb66e35ef4613cda7096fc4660,0.014
600,eb3befad9751fa395adc234201bc752b,0.014
330,8b61bdfff8f11b3e450c4bfa9f3218c7,0.015
546,0e06d1c7d6e3c7dfa4c443406e26cbeb,0.015
603,59088964fd5e6b5fd23583f8b31dad0a,0.015
606,cbe79fd3229450ec19756795b05baf37,0.015
609,067cbc1b9ec91699b1754fc7a1492ff1,0.015
610,a48074a895f62dc7a6782828a613cd8b,0.015
617,69960ca851424e0a4e178a83949ed80e,0.016
618,a4800dcc1de8b0e347c2d5435dbed74a,0.016
620,6604055dd29c395870d7710a8fa647a2,0.016
623,ca5b64463fa22940412171f157c111b9,0.017
625,0490a15183efadaa0e33f0ecb60e6013,0.017
630,b0150d1fc58c1adde3ed53f34649b286,0.017
634,22a661c65625c3d7510df1e294cf475b,0.017
635,764d74018c52b2c3872a5a0c1fe4afa5,0.018
641,b29cc5741e12ef5c53e2cca397b24d99,0.018
644,ee5f21fcee147be606c4ed83bc173722,0.018
647,597b3bff8f39e5aab4e643311a5cbf13,0.019
651,d1f2372c148e41f29afe59e748f73a72,0.019
272,3ba406d2e99a52efd965a32d704576a6,0.02
551,7d9f0d14c4d5002143ef75e2b2052645,0.02
655,e7cef09a00d6b1fa4166b23690b0e9c8,0.02
656,2e9ebc0bba511ecc2319d252e594627e,0.02
69,157d57374570e571f315087d948053c5,0.021
660,08a117feb3111ec36b80dd8932c4c948,0.021
237,a6ff751d4b22fd13e2c00f86218eb6af,0.022
664,844dfce4165cfb862df8db0afded72b9,0.022
665,c8f21f8b54fb11b0c5ec66ae2aa4d571,0.022
277,bd7e978db4fc16386b95cdbedd7465d2,0.023
583,4db9c0b0046c272f784e33b284a54581,0.023
673,5f4ce197bc466c485aea3b3fd2387ce5,0.023
590,3cbf27bb133347eba01ed76fc2e61202,0.024
676,b79bb5dc4e9b3cf072341b09677ec5c7,0.024
679,b607eff02de3c361f216b99b7ee288c7,0.024
682,16621bc8b3475de8b3ada41b598afda7,0.024
284,3d13d40ab9cc87f8023f02d6c8b4382e,0.025
390,3c83ccd917df2d689c5cede33bdfee95,0.025
396,94187bd20487e23b4ee27f7e22885ad3,0.025
686,60f912eec51c7c50bfb969aebc28b2dc,0.025
697,6b0b999b517268be117ee18a67d0bf34,0.026
698,a952348aaa983518f6918cf616e1bcd5,0.027
700,fd66d107be8dd816c24961da4e791a74,0.027
704,f60301acc3f3a73abc848107657e4c2f,0.028
712,c82e990a5517786eda73e050c9f2aa9f,0.03
717,2583556c986c03a0463e80390bbb9923,0.03
83,5254fdd6701f48c195bd33de283b85ea,0.031
719,502d57431ca99938c1d4e606c4ac71fa,0.031
724,f1e4f08d73f2c4edb21519e03be12791,0.031
709,6266c5203740d377e810421cfc5716b9,0.032
731,62d6c9af976e7b899e79c4f0adbc5d71,0.034
735,8842a5e18638ae9d0335d91e4ba62fed,0.035
737,faff848dbacb62f976f9bca84670a7cd,0.036
741,71e58968a77ecf0f584a421da2980691,0.037
745,d1048f0fa201acd603fc629751fd5e6e,0.038
750,54870354b5a51cb5d9159df67c90ee72,0.038
751,aebd84a68e03ed6e4718b7b08e3074ef,0.038
710,d77dab7121d72df83028a8273a7ffa13,0.039
754,37a0ccb4cf0573f0d0d805dfb1534286,0.039
761,45df6584b5943dd3501157de0b9c13d9,0.041
764,516ded8d3270a7c99a84812e7b8a150e,0.043
689,0f3c5a7d9fa33c4f74421382e1c239d6,0.046
770,67359dd9c9177c087b8bdd28fb8b3e8c,0.046
781,29bf983c952251dcd6bd32f421eac99f,0.052
783,e6b61755724c637acc5dd65ba4ccd683,0.053
758,10fb45bd0e2cf2f1614d884378866900,0.055
793,459a4b8f7e7e4025eb59ab3eaf5d1ab6,0.059
779,2e6f00d19809792174456f93f62d8ca2,0.061
799,ff3a4f7b734b0ef18bcd1600442a11dd,0.061
805,59e86c3431937f5a8b9b84800abd4310,0.062
806,9a9de7ba69814c93b01a687c435d011b,0.062
808,cfec28291a02a76b704a890b7f1176d6,0.067
813,83b690d3f278241d78f7809bf407764d,0.069
474,1d428eb28a7eace21912aa6a9f0c677e,0.07
817,9816a79b473e35220736b24670051394,0.072
820,43930e5d94d2fe0460ec07f46fc62c67,0.074
843,161161a78c2a79c98a30eb804ac7574d,0.076
773,c236bd9436d0f579ee5423fb8164b1ed,0.077
822,26f7ba422e150e0440e8e506ed7055fe,0.078
815,66a27504987135ff71381c4e27f35817,0.081
826,2381502c8377cd46c68b1df99685b811,0.082
846,85e12a50863f2e73ae23f4cd54a9baf4,0.082
832,14290f3d791fdbf6c6d69950f0e42c2c,0.087
775,6af5db38a0d8f8e04da5838637949b23,0.088
812,d8dcc36b286b0e2cfe4e7d8aeaa95723,0.089
833,bbe006a04dbd22d88535fbb4482b99dd,0.089
848,188cbd1d0659919cfa85466ba26a25d2,0.093
837,1d1aa81ad2cda6865b1faae515ed42db,0.096
814,8d52f0fba7181727040ef032c3209d93,0.1
842,75bbbeb46d9bdad51ab4bca9f10f6f64,0.101
870,3bd604d019d6c5b69032fcc62285b8ad,0.104
873,04de458c5d8e1a1b78966b0256e45682,0.108
875,3141f228756ec2a03d1fd549251cb4f1,0.11
850,e26351202ab5bad9c844137d9b1e239a,0.115
852,89fbf40354fb32f7ab0c9f7b16b4fbb2,0.12
840,99c4a089d55d1f1108d8ce669343ac37,0.129
883,f012113e9e2997c2329bfc9215d0f12d,0.135
858,316a552605d2ffe994008754348aa40f,0.142
861,b8b532edaeca86f397e32f9b5eefd420,0.148
863,c68c33fcb36dc1edc7acc755950b6fed,0.156
867,4e34db1a6a6963c0d5656994f045c320,0.161
871,4f8c2f1ad369dec36d5ff325d5367abc,0.166
902,cd65d659dce2d49623b50a3337a424ab,0.177
860,2f581babb34abfbd487120534c072865,0.178
880,f3d8e228343d50683130a9031a8785f0,0.184
908,4a864a911efe40d5e826b36a98000095,0.185
903,accd66003eb655c5bc81c4a48d0fdccc,0.188
894,f16d99b466de95a9689e04c127aeaa7e,0.205
898,3c751e0bdd57ad4d66ca4406f6f2443e,0.218
899,af20a33d07cc9a7e5a7d60672fa9d875,0.225
904,3060d32b2347aa5df8cf51f65e926374,0.244
910,a95bc9dc9e0cfb2e4150fa10cafc835d,0.257
920,768d1ed83cdff3655c17d2af8bac251d,0.262
924,0e175112d5cac67276e39e448641f77b,0.448
925,4462d5518bd8be5b145333ede5ad93cc,0.655